SOCBP,R0,R1,R2,Tau1,Tau2,C1,C2
0.603711835269198,0.00375104485659384,0.00267947805800456,0.00590612863933935,19.1180789310522,314.384940100436,7135.00111484013,53230.2899747883
0.613711835269198,0.00374623863447645,0.00270380902538333,0.00598198030361796,19.1613112463584,319.073862708226,7086.78426119308,53339.1697253245
0.623711835269198,0.00374134917431018,0.00272704232821198,0.00605127250952071,19.199856948842,323.830834863085,7040.54233050008,53514.5020082287
0.633711835269198,0.0037363711623429,0.00274908748434301,0.00611360765517828,19.2334513503558,328.646130937306,6996.30384987631,53756.4968957306
0.643711835269198,0.00373129928482252,0.00276985401162891,0.00616858813872138,19.2618297627528,333.510025303184,6954.09566059593,54065.8604210711
0.653711835269198,0.0037261282279969,0.00278925142792218,0.00621581635828068,19.284727497886,338.412792333013,6913.94375739439,54443.8208638807
0.663711835269198,0.00372085267811392,0.00280718925107533,0.00625489471198688,19.3018798676081,343.344706399086,6875.87410083388,54892.1640105469
0.673711835269198,0.00371546732142148,0.00282357699894084,0.00628542559797067,19.3130221837722,348.296041873699,6839.91341161114,55413.2789331164
0.683711835269198,0.00370996684416746,0.00283832418937122,0.00630701141436273,19.3178897582311,353.257073129144,6806.08995638044,56010.2162372315
0.693711835269198,0.00370434593259973,0.00285134034021897,0.00631925455929376,19.3162179028378,358.218074537717,6774.43433545166,56686.7612590291
0.703711835269198,0.00369859927296618,0.00286253496933657,0.00632175743089444,19.3077419294451,363.169320471711,6744.98028365394,57447.525382246
0.713711835269198,0.0036927215515147,0.00287181759457654,0.00631412242729547,19.292197149906,368.10108530342,6717.76549678487,58298.059554903
0.723711835269198,0.00368670745449316,0.00287909773379137,0.00629595194662753,19.2693188760734,373.003643405139,6692.83249745691,59244.9952870019
0.733711835269198,0.00368055166814944,0.00288428490483356,0.00626684838702131,19.2388424198002,377.867269149161,6670.22955588031,60296.2200157462
0.743711835269198,0.00367424887873144,0.0028872886255556,0.0062264141466075,19.2005030929393,382.682236907781,6650.01168327763,61461.0958887609
0.753711835269198,0.00366779377248704,0.00288801841380999,0.00617425162351679,19.1540362073437,387.438821053293,6632.24171831885,62750.7339638697
0.763711835269198,0.00366118103566411,0.00288638378744924,0.00610996321587987,19.0991770748661,392.127295957991,6616.99153034133,64178.3398857209
0.773711835269198,0.00365440535451054,0.00288229426432584,0.00603315132182743,19.0356610073597,396.737935994169,6604.34336735291,65759.65276369
0.783711835269198,0.00364746141527421,0.00287565936229228,0.00594341833949016,18.9632233166771,401.261015534121,6594.39138214234,67513.5069776263
0.793711835269198,0.003640343904203,0.00286638859920107,0.00584036666699874,18.8815993146715,405.686808950141,6587.24337653807,69462.558103157
0.803711835269198,0.00363304750754481,0.00285439149290471,0.00572359870248387,18.7905243131956,410.005590614524,6583.02281235917,71634.2308269436
0.813711835269198,0.0036255669115475,0.00283957756125568,0.00559271684407623,18.6897336241025,414.207634899563,6581.87114841044,74061.9713902179
0.823711835269198,0.00361789680245897,0.0028218563221065,0.00544732348990652,18.5789625592449,418.283216177553,6583.95057668131,76786.9242486885
0.833711835269198,0.00361003186652709,0.00280113729330966,0.00528702103810542,18.4579464304759,422.222608820788,6589.44724864487,79860.2097055566
0.843711835269198,0.00360196678999975,0.00277732999271765,0.00511141188680362,18.3264205496483,426.016087201562,6598.57510547951,83346.0688819517
0.853711835269198,0.00359369625912484,0.00275034393818298,0.00492009843413182,18.184120228615,429.653925692168,6611.58045587142,87326.2865457251
0.863711835269198,0.00358521496015022,0.00272008864755814,0.00471268307822069,18.030780779229,433.126398664902,6628.74748417317,91906.5406003138
0.873711835269198,0.0035765175793238,0.00268647363869563,0.00448876821720094,17.8661375133432,436.423780492057,6650.4049233916,97225.7330685248
0.883711835269198,0.00356759880289344,0.00264940842944795,0.00424795624920325,17.6899257428104,439.536345545927,6676.93419639961,103470.073550867
0.893711835269198,0.00355845331710703,0.0026088025376676,0.0039898495723583,17.5018807794836,442.454368198806,6708.77942150854,110894.999967952
0.903711835269198,0.00354907580821246,0.00256456548120707,0.00371405058479679,17.3017379352158,445.168122822989,6746.45980459517,119860.543807684
0.913711835269198,0.00353946096245761,0.00251660677791887,0.00342016168464941,17.0892325218597,447.66788379077,6790.58511317841,130890.854020154
0.923711835269198,0.00352960346609036,0.00246483594565548,0.00310778527004684,16.8640998512684,449.943925474443,6841.87516860627,144779.605531646
0.933711835269198,0.00351949800535859,0.00240916250226942,0.00277652373911979,16.6260752352947,451.986522246301,6901.18463143646,162788.639577629
0.943711835269198,0.00350913926651019,0.00234949596561318,0.00242597948999892,16.3748939857916,453.785948478639,6969.53483872787,187052.673095287
0.953711835269198,0.00349852193579304,0.00228574585353925,0.00205575492081493,16.110291414612,455.332478543752,7048.15515236166,221491.61552937
0.963711835269198,0.00348764069945501,0.00221782168390013,0.00166545242969853,15.8320028336087,456.616386813933,7138.53730826881,274169.576189329
0.973711835269198,0.00347649024374401,0.00214563297454833,0.00125467441478038,15.5397635546347,457.627947661476,7242.50780024756,364738.407247732
0.983711835269198,0.00346506525490789,0.00206908924333634,0.000823023274191183,15.2333088895429,458.357435458675,7362.32568923884,556919.165997002
